CommentOwnerId,PostOwnerId,Weight
57237,71442,1
85448,57237,1
57237,57237,7
33603,85486,2
85486,85486,1
85507,85507,3
85318,63096,1
58008,58008,1
85486,84891,2
33467,84891,1
64377,755,1
42686,42686,1
83276,83276,2
65193,3321,3
84626,85588,3
66788,85588,1
85588,85588,1
85599,84626,1
85592,85592,2
84626,85387,3
85387,85387,3
85597,75152,2
71442,85630,1
85630,85630,1
79490,75055,1
76546,76473,1
84626,74865,1
65574,65574,4
78392,85516,2
85516,85516,6
73114,50866,1
71246,85398,5
85398,85398,30
84626,85744,1
85744,85744,1
10814,85744,1
85714,85714,1
6550,85714,1
33551,85694,2
55122,867,1
84626,63327,2
63327,63327,3
84626,85398,2
60503,85750,3
85750,85750,2
85421,71140,1
64377,867,1
73286,70771,1
70771,70771,1
83272,77900,1
65153,65153,5
84891,85882,1
85882,85882,1
85882,84891,1
64377,52755,2
52755,52755,1
49104,49104,1
836,85906,2
85906,85906,1
84626,82308,5
82308,82308,3
85398,71907,1
83539,60503,2
85398,68593,1
85944,74871,1
74871,74871,1
43000,78207,1
52851,85714,1
83192,53849,2
53849,53849,2
86004,86004,1
86011,86011,1
77900,60503,1
61413,85398,1
71246,68023,1
50862,50862,5
40951,77900,1
45177,86073,1
50862,64377,4
29157,29157,5
65131,23240,1
68023,75157,1
75157,75157,34
85398,46371,1
46371,46371,1
6550,38887,1
86215,44456,1
65131,85925,1
85925,85925,1
39973,8820,1
54721,75157,2
65193,85560,3
85560,85560,2
73039,73039,2
71907,85516,2
75596,51071,1
51071,51071,1
77847,45264,1
86289,86289,1
34,86289,1
64377,86294,1
86294,86294,1
91826,86294,1
61039,61039,2
85398,49496,1
85398,78107,6
85318,85318,2
77225,60503,1
86338,86338,2
303,NULL,1
23305,86341,1
77875,77875,1
86377,86377,4
8878,86377,1
74118,86297,1
10640,39501,1
84891,36964,2
86351,36964,1
36964,36964,2
38887,84439,1
45264,60379,1
86402,38887,2
82815,38887,1
71511,71511,1
86377,38887,2
38887,64500,1
86490,86490,2
66788,84229,4
73930,84229,1
85632,85632,1
84891,84762,1
84762,84762,2
86560,86560,4
84762,84891,6
64377,50862,2
57688,52555,1
52555,52555,5
84229,64377,4
55122,86577,2
23204,86577,1
86585,38887,1
71442,86599,2
86599,86599,2
86609,86609,1
83473,83473,6
62641,44287,1
23204,86596,1
86596,86596,1
85104,54395,1
83275,83275,1
84626,80448,1
80448,80448,1
64533,64533,5
86640,63096,1
63096,63096,5
27558,4808,1
27558,31093,1
49032,49032,2
70898,86659,1
86659,86659,4
86683,86683,1
85398,85925,1
85398,84229,9
23437,45610,2
85398,86694,1
86705,86705,2
84229,68686,1
83486,83486,1
54395,56936,3
56936,56936,3
84229,75157,5
86676,86676,3
86694,85398,1
73930,85398,1
86746,86746,2
71907,86686,1
80072,60503,6
77393,73476,1
86769,75152,1
3443,74118,1
18150,18150,5
84891,86831,1
86831,86831,1
86686,86686,3
66103,924,1
29575,86859,1
86448,86448,1
86831,84891,1
85398,86893,1
86893,86893,1
86893,71113,6
71113,71113,8
71442,86906,4
86906,86906,2
55122,86906,1
41058,41058,3
68023,86916,1
71113,86916,1
49795,49795,1
85147,65131,1
64377,84229,2
86934,86935,1
65131,60941,1
86962,11080,1
65131,78035,1
40277,60503,1
64377,86965,1
86965,86965,1
78377,78377,1
73851,86987,3
86987,86987,1
86998,86998,1
55122,86912,2
86912,86912,1
53760,87043,1
87043,87043,1
57233,85705,1
85705,85705,1
52559,52559,2
85398,64377,2
63096,87058,1
64876,61821,1
64876,80885,54
80885,80885,83
84566,80885,1
64377,61385,1
87067,87067,1
55122,40693,1
70297,71127,1
39830,74118,1
39830,55122,1
63096,80885,1
59895,64876,3
64876,64876,32
3070,64876,1
45817,64876,1
24593,64876,1
49781,80885,1
86965,83922,1
83922,83922,4
87043,80885,1
24593,80885,1
51094,51094,1
47911,51094,1
83486,80885,5
69822,80885,4
83486,69822,6
87148,33680,1
23718,64377,1
60503,63843,1
87165,87109,1
66788,87156,1
68283,78897,1
78897,78897,3
87194,80885,2
86643,80885,1
49731,49731,4
40734,80885,1
84626,87189,2
87189,87189,4
65615,65615,1
64377,76955,1
73505,80885,1
50146,924,11
86182,80885,1
64377,71907,1
55122,30385,1
85391,84626,1
87317,87317,3
64377,64571,1
64377,87189,2
66029,80885,6
87347,80885,1
58456,58456,1
71442,87385,1
87385,87385,1
87385,71442,1
71442,497,1
84626,87403,1
60503,64083,1
64083,64083,1
84891,71442,1
14433,27916,1
60503,87447,1
58841,836,5
64950,66788,1
24883,65131,1
58341,87324,1
87324,87324,1
64377,64950,2
64950,64950,2
69626,69626,1
54799,54799,3
87507,87507,2
79490,54395,2
84626,69972,1
75157,69972,1
69972,69972,2
35644,87526,1
64950,87526,2
836,87526,1
66068,84626,1
87515,87515,2
35644,62752,2
83791,62752,1
87545,87545,3
8501,87545,1
87575,65710,1
17021,80885,2
55122,33812,1
87515,86339,1
86339,86339,75
64994,87618,5
87618,87618,1
55122,85398,1
303,64876,1
6550,53100,1
67361,54395,2
87669,7730,1
7730,7730,8
55122,50862,3
84891,50862,1
65131,63455,1
63455,63455,1
77956,51839,1
65131,33759,1
87652,65131,1
83473,14675,5
15518,14675,1
87864,14675,1
83473,80885,1
86339,80885,2
37184,85521,1
85521,85521,4
358,28628,1
60782,60782,1
85521,71442,2
86339,53950,1
84234,87795,1
55122,54395,1
87791,87791,1
87735,87735,4
84712,84712,1
87841,21846,1
21846,21846,1
44994,44994,2
303,68877,1
59004,303,1
65710,65710,11
66029,58341,1
87865,65710,1
29217,61607,3
61607,61607,2
64377,61607,1
65193,87701,2
87901,35644,1
82276,82276,1
58413,87324,1
87930,87930,1
87863,87903,1
87903,87903,1
71442,87905,1
86339,64876,2
87943,87943,1
71442,54799,1
52089,14675,2
69963,71442,2
71442,87863,1
87863,87863,1
87725,67537,2
84626,67537,1
55122,43294,1
49997,49997,4
83425,43472,1
88019,7738,1
88026,59745,1
55122,62528,1
73930,62528,1
87993,64377,4
54953,34153,1
58413,87109,1
71944,86339,4
88088,88088,5
55122,88088,3
54953,88088,1
87355,88133,1
87355,79102,1
51467,87707,1
84626,62752,1
62752,84626,2
29905,88153,1
47488,88140,1
88059,88059,1
64876,39963,4
3070,39963,1
80885,88204,1
39963,87869,1
64876,87869,1
10147,88251,1
68025,88251,1
50445,50445,1
88276,88276,1
51467,80885,1
87128,80885,2
59426,21254,1
88249,88249,1
74599,74599,1
71952,84891,4
23305,85398,2
87641,87641,2
87996,1330,1
79085,64377,1
87652,55122,1
73930,55122,1
73393,85679,1
85679,85679,4
67412,87090,1
75152,13518,2
35644,88367,1
85398,65710,1
20618,80885,1
68025,21,2
65710,87803,1
87803,87803,2
65131,77250,1
87193,87193,7
88317,33812,1
87712,87712,3
64760,87712,1
87712,86339,2
88469,88469,1
88476,88476,1
65131,86437,2
86437,86437,1
33812,86437,1
88028,86014,1
24593,86014,1
86350,64309,1
65131,88491,1
88491,88491,1
88491,65131,2
70297,70297,3
9011,84705,1
84705,84705,1
45166,88480,1
88480,88480,1
61445,7736,1
47916,47916,2
88524,33812,1
303,67135,1
88583,88583,1
303,88400,1
87189,27906,1
78010,78010,1
83100,83100,2
65131,83100,1
86686,62225,1
54754,82789,1
83100,33812,5
88354,88354,1
88258,88258,1
54953,88709,1
23305,88709,1
88336,56433,1
79934,88729,1
88729,88729,1
57610,57610,1
86339,57610,2
75553,75553,1
83275,88475,1
84891,87526,1
84891,88785,1
88785,88785,1
65323,88819,1
88819,88819,1
88799,83275,1
88255,33812,2
88828,88828,1
43000,88088,1
45907,56299,1
56299,56299,2
303,85078,1
303,88767,1
88767,88767,2
58736,58736,4
88774,303,2
88769,88769,1
83275,303,1
68023,88890,1
88890,88890,1
27150,88890,1
87652,73600,1
73600,73600,2
303,88810,1
86339,39963,1
84891,87803,1
78674,58736,1
64377,58736,1
88907,88907,1
64377,82702,1
82702,82702,1
87368,87368,1
74474,86916,1
55122,66508,1
66508,66508,3
88953,45217,1
71952,55122,3
26562,71442,1
73994,73994,1
87355,38887,9
62835,62835,1
35644,8009,1
83791,65131,1
71136,71136,1
89087,88402,1
6550,89156,1
63031,89156,1
89156,89156,1
68023,78821,1
78821,78821,1
57738,63031,1
64377,85398,1
28780,89200,1
89200,89200,3
79227,89213,3
89213,89213,4
55122,73209,1
68023,29157,1
89254,17310,1
74313,17310,1
88255,75157,5
56748,20429,1
83192,89244,1
89244,89244,1
55122,89278,1
89278,89278,1
89304,1330,1
89300,89300,2
88255,71572,2
71572,71572,2
45774,43898,1
27785,27785,2
303,27785,1
54819,45774,1
87652,88525,2
88525,88525,3
43221,89408,1
89019,89019,3
89394,58822,1
58822,58822,1
89384,84891,1
35644,23556,2
23556,23556,1
89445,89445,6
73930,89445,1
75157,89445,3
64876,49590,7
79570,89408,1
89408,89408,1
89471,80599,2
80599,80599,9
55122,89450,1
89450,89450,1
41692,86339,1
83192,41692,1
89507,83887,9
83887,83887,11
86565,64377,3
89549,65919,1
8560,73441,1
87193,89596,1
55122,75687,2
73930,35644,3
65131,19096,1
89725,75157,1
89710,89710,2
89502,75157,3
55122,77028,1
79490,79490,6
88626,89801,3
89801,89801,3
21,89799,1
89799,89799,1
61998,61998,2
89906,89906,1
66230,42488,1
74946,74946,1
24570,24570,1
89973,89973,1
66022,44560,2
83192,44560,1
44560,44560,5
89973,89019,2
89882,303,2
1029,21378,1
21378,21378,1
63800,21378,1
57453,21378,1
1029,89363,1
67437,1029,1
90044,86339,1
90044,89929,4
89929,89929,3
89780,89780,1
90044,90044,1
63455,89030,1
64377,75295,1
88255,21988,2
21988,21988,5
64733,64733,4
90009,90102,1
50331,84891,1
35644,90151,1
66022,66022,1
64876,86339,12
1029,74560,2
74560,74560,2
90166,75428,1
84891,90224,1
68023,90159,1
90159,90159,1
41000,44139,1
67437,35541,1
52994,49114,1
80072,69822,5
85540,40277,1
66901,66901,1
90262,57091,1
90217,8878,1
303,90006,1
88021,90006,1
90006,90006,18
90327,78186,1
65193,65193,1
303,90087,1
90087,90087,1
87779,87779,1
90224,71140,1
90387,63096,2
90217,45264,2
79863,79863,3
20587,8878,2
74118,90281,1
10814,90281,1
64377,88303,2
88303,88303,2
64377,90369,1
90369,90369,1
54390,84891,1
90387,78609,1
88255,68068,1
68023,90433,1
90421,45166,1
89843,89843,1
55122,90466,1
54046,90226,1
90505,64760,2
84891,90226,2
90226,90226,3
303,74727,1
90006,59004,3
77914,64377,2
57453,64795,2
64795,64795,2
91724,64795,4
88255,88255,9
90451,90451,1
90622,90622,1
26141,21,2
50363,51969,1
51969,51969,1
90629,90633,1
55122,89795,6
89795,89795,12
90505,90505,2
41692,88511,1
50765,75428,1
45166,80453,1
71442,90275,1
28175,90387,7
90387,90387,7
73848,73848,1
59825,45166,1
90779,84891,1
71246,66483,2
66483,66483,2
90830,60629,1
63378,83669,1
63378,56354,2
81999,81999,1
59892,59892,3
74622,90226,1
90226,56354,1
68939,68939,2
62630,68939,3
89795,56354,1
68023,19261,1
19261,19261,4
19261,65131,3
27916,90854,1
90854,90854,1
65556,1330,1
46563,57453,1
57453,90906,2
90906,90906,3
57453,90902,1
90902,90902,2
27432,90902,1
39007,90894,1
89961,54395,1
15518,15518,2
10814,56354,1
303,90955,1
90955,90955,1
67427,67427,2
85505,56354,2
35644,90970,1
46563,46563,5
21,63843,1
63843,63843,3
54395,89245,1
88741,89245,1
91030,91030,1
41409,88741,1
303,27108,1
91037,80885,1
86560,73441,1
303,67137,1
91111,91111,1
65131,75428,1
83486,86339,1
91136,91136,1
85597,27916,3
86560,91144,1
73441,27916,1
90701,90701,1
91140,32375,1
32375,32375,1
90701,1330,2
55122,87991,2
87991,87991,1
76318,89265,1
40914,41312,1
41312,41312,1
68508,59742,1
85012,90319,1
33681,71297,1
71297,91275,1
71297,91228,2
91228,91228,1
33681,84891,1
23305,91303,1
91303,91303,1
85505,85505,1
35644,33681,1
33681,33681,1
68004,21,3
90582,1330,1
91429,73930,2
73930,73930,19
26562,73930,1
65131,68089,1
27432,63488,1
63488,63488,1
27432,75849,1
83578,71442,1
69093,69093,4
63565,80885,3
39007,80885,2
54096,88255,2
70653,83887,2
91482,91482,1
63565,39007,2
54395,26872,1
73930,68974,2
55122,68974,1
73930,91608,1
91608,91608,1
91415,51812,3
61168,61168,2
47237,43077,1
73930,54236,1
91660,91660,3
84891,91660,1
74854,74854,1
10640,91746,1
75157,91685,1
91685,91685,2
91746,91685,1
56302,46433,1
35483,78627,1
71372,71372,1
91480,84891,2
91674,80885,1
91666,56302,1
75157,52994,2
55122,52994,2
52994,52994,7
37648,52994,1
59854,59854,2
42069,8432,1
78674,91744,1
54096,91744,1
91724,65574,1
91758,91758,8
91690,91690,1
73441,91244,1
91244,91244,2
91783,84891,1
67537,836,11
91244,73441,1
87028,1330,1
87028,56302,1
56302,56302,1
91813,64981,1
64981,64981,1
91791,56654,1
84170,56654,1
91812,91812,1
14675,91813,3
91813,91813,3
91724,68888,1
21257,14675,1
91314,91465,1
37184,37184,7
91845,27665,3
91864,91858,1
91724,91735,1
87605,87605,3
79523,75152,1
55122,14667,2
14667,14667,3
91724,6385,1
86339,91925,1
14675,91925,1
8597,86339,1
37648,37648,5
91984,91984,1
55122,92008,2
92008,92008,2
68023,89979,1
89979,89979,1
64377,92040,1
55122,92040,1
92040,92040,2
86339,70792,1
90395,69093,2
92095,809,1
92110,92112,1
92112,92112,2
71140,43294,1
44456,33279,1
21,33279,1
92040,55122,1
64377,92138,1
92138,92138,1
92178,44691,1
75157,71952,1
71952,71952,3
92191,75157,1
71952,75157,2
91724,34269,2
68023,7812,1
92234,92234,4
91735,34269,1
69822,89639,1
68023,92280,1
92280,92280,1
76754,92285,4
92285,92285,6
91673,18626,1
303,70169,1
73930,89975,1
55122,89975,1
77350,14675,2
92426,92426,1
88749,88749,3
23325,23325,1
44456,92468,1
49517,65131,2
30043,30043,2
92518,79087,1
51858,51858,4
47021,51858,1
92076,92076,4
91724,91724,13
93553,56354,4
90937,90937,4
55122,85505,1
86339,93568,1
69093,92387,1
92387,92387,1
69093,65451,1
92387,69093,1
64377,74593,1
30370,30370,3
83598,83598,1
36977,36977,2
71442,91735,1
76995,93585,1
92322,51541,1
65131,93607,1
93607,93607,1
93607,65131,1
93668,85355,4
85355,85355,4
92203,56354,1
67912,55122,1
65131,77169,1
85597,85597,4
93727,45264,1
84714,84714,1
93783,93783,2
39007,93783,1
303,80221,1
93685,56354,1
93822,93822,2
70066,93708,1
13131,64500,1
39007,58439,1
39007,93781,3
93781,93781,4
93685,93564,4
93564,93564,6
93861,58207,1
62521,39007,2
88306,88306,2
44456,62614,1
44456,12345,1
55122,47485,1
12345,79892,2
79892,79892,1
44456,79892,2
93878,93744,1
85350,55122,1
84602,64377,4
32243,93744,1
93744,93744,17
91724,91508,2
91508,91508,3
56354,71867,1
93685,93685,3
74728,93685,1
75157,94107,1
49229,71442,2
89157,89157,1
92341,92341,1
91594,91594,4
90220,90220,6
38887,94141,2
94141,94141,2
29604,1330,1
94157,56354,1
67931,41255,1
84891,71648,2
71648,71648,5
94159,94159,1
56354,88663,1
88663,88663,1
94003,94003,1
63402,73092,1
62938,94210,1
44456,94240,1
94141,80272,1
86225,73441,1
94320,84891,2
93621,65131,3
83192,41922,1
303,41922,3
86339,41922,1
41922,41922,6
75157,94347,1
94347,94347,1
69093,94347,1
93933,93933,8
55122,94321,1
73930,46644,1
93752,94473,1
94473,94473,1
94378,93933,1
16597,39442,1
94457,94457,33
94570,94457,2
94526,75157,1
94586,94586,1
54096,92475,2
92475,92475,2
93744,43110,2
94603,93744,1
65655,94719,1
75385,94726,3
94726,94726,2
87145,87145,4
93909,75428,1
92475,54096,2
94457,94781,1
53322,93863,2
93863,93863,5
69093,89795,1
21257,77889,1
92003,94454,3
94454,94454,3
30017,57475,1
57475,57475,1
94963,94963,2
58341,303,1
94997,45264,1
95014,94457,2
55122,90637,1
95027,94980,1
95045,95045,1
67068,44886,1
94457,30472,1
95045,56354,2
71442,95077,2
95077,95077,1
80072,92504,3
92504,92504,1
6550,94771,1
59488,15828,1
71442,95101,2
95101,95101,2
83161,95092,1
95092,95092,1
54395,94001,1
94001,94001,1
95113,95113,2
94454,54395,2
84984,45264,1
54395,83378,1
95262,95262,2
56619,95272,4
95272,95272,4
95291,95291,1
84891,45612,1
45612,45612,1
55122,8013,1
82093,82093,1
9472,92186,1
54395,82808,2
82808,82808,4
303,95267,1
43000,95397,1
95277,58341,1
94655,58341,1
71648,95469,1
44456,32243,2
77386,94454,4
71442,94454,4
303,91556,1
94309,79227,2
23305,95382,1
95382,95382,1
95498,95498,2
60837,45374,1
95457,94454,1
77386,71442,3
73930,91724,3
71442,91724,3
29575,95571,1
94339,71442,2
18481,45534,1
90642,83161,2
83161,83161,5
95653,79227,2
82549,45264,1
61253,95247,1
95247,95247,3
95714,65131,1
95754,56354,2
86339,93744,1
95782,95782,1
36977,68572,1
60101,95825,1
95825,95825,1
84964,95750,1
95750,95750,5
55122,95750,1
44456,95849,1
41726,41726,1
14675,91860,1
91860,91860,1
96578,947,1
27916,95864,1
73930,65131,4
94689,91148,1
94929,54944,1
95155,95901,1
51424,51424,2
95911,95923,2
95000,75404,1
88522,88522,1
95905,95924,1
95955,95955,3
53357,17036,1
17036,17036,1
45799,95993,1
45935,303,1
471,91199,2
91199,91199,2
58341,94609,1
29575,96040,1
96058,74394,1
53357,95901,1
94506,73429,2
73429,73429,2
95887,28035,1
28035,28035,1
95641,95641,1
52852,52852,1
42722,51540,1
84157,27916,1
201,96102,1
69990,69990,1
38887,96160,1
96160,96160,1
96160,38887,1
96165,96159,2
96159,96159,14
54395,56913,2
56913,56913,1
38887,89474,3
89474,89474,3
38887,91758,1
59231,2736,1
96142,96159,1
96189,96159,2
95946,836,1
7705,7705,3
96147,84602,1
84602,84602,1
60848,60848,1
96244,96244,1
65131,83791,1
84602,95954,1
87652,96159,3
96306,96306,1
0,45264,2
96369,42622,2
42622,42622,2
38887,95935,2
96159,96403,1
23305,96372,1
65131,96086,2
96086,96086,2
96178,96187,1
96436,96436,1
80732,44456,3
67349,96159,1
66700,96159,1
96159,92332,2
92332,92332,3
90489,90489,2
44456,86339,2
90726,74592,1
92213,38887,2
92262,96159,1
96542,96542,2
96550,96550,2
54944,95935,1
95935,95935,2
86339,73129,1
73129,73129,1
38887,96237,2
96237,96237,3
38887,96363,1
96363,96363,1
27983,62282,2
62282,62282,2
96533,45799,2
45799,45799,6
38887,78161,1
78161,78161,2
34138,78161,1
96586,95286,3
95286,95286,4
38887,61261,1
61261,61261,2
71442,96627,1
76208,76208,2
56714,56714,40
96363,38887,1
96627,96533,2
96533,96533,1
38887,87355,2
87355,87355,10
38887,96624,1
96624,96624,6
96653,96592,5
96592,96592,3
45799,85213,1
54096,68280,1
54096,96618,1
73930,96779,2
96779,96779,1
96717,91465,1
9011,79844,1
79844,79844,2
96243,62641,1
53726,33970,1
45799,95247,1
65593,44560,1
73930,96842,1
96842,96842,1
38887,96537,1
44560,96898,1
96898,96898,1
96938,96938,1
64471,96159,1
96955,27432,1
78312,93744,2
96850,96968,1
96968,96968,2
96971,7812,1
96814,27432,4
96386,64377,1
83120,83120,2
96997,96997,1
96985,45166,2
95739,95739,1
75353,45374,1
96652,96652,2
97040,97040,1
86339,50757,1
50757,50757,1
97091,96814,2
96814,96814,3
38887,44968,1
44968,44968,1
79490,64377,5
94781,94457,1
38887,97116,1
8240,58341,2
61414,38887,2
58341,97118,1
97118,97118,1
96624,93744,1
97167,97167,1
38887,97167,1
55122,89592,1
37184,96842,1
58341,97170,1
97170,97170,1
70342,70342,5
91563,8752,7
96159,97259,1
96159,90404,1
90404,90404,5
96159,91563,1
91563,91563,1
61781,97206,1
92339,85064,1
85064,85064,3
97259,56714,1
97293,97293,1
103165,69887,1
80979,80979,1
37113,21,1
58341,73322,1
89795,92068,1
3070,97396,1
97396,97396,1
45799,97329,1
54096,97329,2
97427,97427,1
97429,97429,1
91733,91733,1
79227,64876,1
64876,38887,6
97456,97456,1
30635,49997,3
27916,68701,1
74199,58736,1
67971,8878,1
56714,97548,2
97548,97548,1
67050,97548,1
38093,38093,3
97180,38093,1
56714,79085,4
79085,79085,2
89724,89724,2
95498,56714,3
77146,201,1
97613,1330,1
58341,97623,1
97623,97623,1
58341,94104,1
94104,94104,1
86686,97289,1
97289,97289,3
97597,97597,1
97575,83791,1
73930,77949,1
10640,93594,1
41922,38887,1
74973,97653,3
97653,97653,3
64377,97653,1
93863,65131,1
62800,65131,1
96624,86339,1
51163,51163,1
94603,36949,1
97711,56714,1
97594,97594,1
97745,97738,1
97741,97741,1
2454,64377,1
97837,87712,1
97848,16807,1
97856,97856,1
97854,14675,3
89139,91594,2
51670,85136,1
66867,96494,3
96494,96494,2
80072,45264,9
84697,1330,1
79934,85684,1
95699,38887,1
21,96850,1
97985,97985,1
96503,96503,5
67931,67931,8
10640,62642,1
97896,96574,1
97950,97950,1
65655,50406,1
32510,32510,1
87240,61253,1
98130,96574,1
96574,96574,19
55122,97514,1
97514,97514,5
98138,56152,1
55122,32164,1
45264,96574,2
92213,36949,3
36949,36949,1
10640,98179,2
98179,98179,2
14675,45264,1
76386,98155,1
98155,98155,1
13648,13648,3
97950,14675,1
98215,98215,3
87372,98182,2
98182,98182,7
98263,98234,1
37184,98234,1
98352,98234,1
53753,98234,1
98237,60532,1
21,52089,1
58517,58341,2
62641,67068,1
62938,67068,1
74591,98182,2
58341,98289,1
98071,1330,1
84640,84640,1
8560,98295,1
52353,52353,1
64377,98380,1
45374,3070,2
98336,98336,1
98408,62951,1
98414,98414,26
98420,89673,1
98414,98305,1
62642,50534,5
50534,51007,1
98308,98460,1
85521,64377,1
98487,27213,1
88663,98499,1
98499,98499,1
97100,97100,1
80732,80732,1
67050,78059,2
78059,78059,1
66,65954,1
87178,95082,1
98611,38887,1
98611,87178,1
98499,98614,2
98614,98614,22
82146,65131,4
96574,76058,1
98684,50519,1
50519,50519,2
64377,97744,1
97744,97744,1
38887,14675,1
85611,14675,1
10311,45577,1
10311,42498,1
88005,86686,3
91971,98614,1
98734,98734,1
96216,96216,4
23305,82808,1
40805,82808,1
68023,82808,1
32492,32243,2
67068,84602,1
95337,1029,1
71006,87594,1
87594,87594,5
98810,98810,4
73930,97307,1
83770,76883,1
98272,98272,3
38887,68260,2
97623,58341,1
33978,86339,1
98752,64377,2
79321,64377,1
28829,93933,1
98935,38892,1
58341,98948,1
64876,79227,1
98687,95642,2
95642,95642,2
26019,99012,1
98614,92139,1
64377,98986,2
98986,98986,1
99033,99033,1
91826,68237,1
8752,91563,2
89252,89252,2
98986,15527,1
71442,95946,1
97289,3430,1
99154,44477,1
67068,64377,1
64377,91971,3
91971,91971,3
36977,99207,1
91826,91826,52
99244,50727,1
98078,67050,4
67050,67050,20
71219,46143,1
43461,73930,1
91466,29587,1
84984,61447,1
10640,99312,2
99312,99312,1
87185,87185,31
15295,15295,1
99240,64377,5
10640,98140,1
71442,98078,3
98078,98078,6
96574,87185,2
55122,98078,3
64377,99280,1
99392,64377,2
73930,96033,1
77310,58341,1
87292,55122,2
98535,86339,2
86339,98535,2
98535,98535,3
99476,96376,1
73930,51129,2
80221,14675,1
60714,98614,1
96815,96815,9
97724,91826,2
27318,67412,1
105267,67412,1
99541,21,2
68460,99486,1
99486,88774,1
64377,59436,1
71442,59436,1
99575,93862,2
93862,93862,5
83770,99579,1
99579,99579,1
98194,38887,2
71082,87185,2
93816,93816,2
93653,93653,1
59825,99486,1
99486,99486,1
98535,58341,1
62069,49466,1
49466,49466,1
94959,70535,1
99652,99652,1
99663,84845,1
38887,32144,1
32144,32144,1
64377,65053,1
65053,65053,1
58341,67931,1
85735,85735,1
99761,14675,2
62993,1330,1
64377,82603,1
99775,38887,2
50727,99594,2
99594,99594,4
14675,50727,2
3070,50727,1
99834,99834,1
14675,99834,1
99836,99836,1
99805,99821,1
90951,66957,1
98194,98194,4
73930,99850,1
99850,99850,2
98251,98251,1
99502,54096,1
84712,64377,2
10147,87923,1
14003,87923,1
47615,91826,1
78674,15402,1
76754,15402,2
99926,91826,1
96448,18626,1
99077,52816,2
91724,71442,3
67931,87185,4
79227,5268,1
60017,98127,1
80014,68389,1
68389,68389,1
30153,30153,5
71297,30153,3
98614,100066,1
88025,1330,1
100082,9519,1
45217,100067,2
100067,100067,4
100106,91826,1
50727,99796,1
99796,99796,1
18693,86732,2
70546,50727,1
96815,97629,3
97629,97629,4
77900,90518,2
90518,90518,1
96815,67502,4
67502,67502,7
100122,67502,3
52816,99077,1
98614,100217,1
100217,100217,1
55122,100217,1
80920,80920,1
68260,80920,1
100217,55122,1
58341,95511,1
76754,63800,1
100261,91826,2
73930,91826,3
100269,100244,1
100262,87185,1
40028,40028,1
18661,87185,1
76754,100261,2
100307,58341,1
73930,100261,1
100052,58341,1
97718,1330,1
73930,64377,1
98565,100345,1
91826,100295,1
98614,100357,1
76754,100357,1
100360,76754,2
76754,76754,16
91826,93698,1
93698,93698,3
76754,93698,2
73930,57237,2
100269,57237,3
37184,64377,1
98614,100426,1
23305,100426,1
100426,100426,1
98614,100412,1
100269,94949,1
94949,94949,2
26,91465,1
55122,25615,2
76754,25615,3
25615,25615,6
70478,100269,5
100269,100269,22
58341,98535,1
96815,97360,1
92149,92149,2
68260,98427,2
98427,98427,2
100269,52972,1
29260,29260,1
100269,50534,1
75474,75474,6
73930,100548,1
100533,84576,1
91465,91465,9
73930,86798,1
86798,86798,2
73930,100460,1
100460,100460,1
100460,71297,4
100575,100575,1
100200,100200,1
100608,100608,1
98614,95204,1
84891,95204,1
95204,95204,3
77574,77574,1
100632,100632,1
100269,14909,3
79227,86339,1
95551,86339,1
100690,90518,1
100690,75124,1
37184,76754,1
100637,100637,1
65375,83791,1
44262,65131,2
84576,100454,3
100454,100454,4
65375,65375,1
97039,34269,4
100523,91826,1
99684,57298,1
84891,100782,1
91826,100782,1
100782,100782,2
100798,91465,1
100819,55122,1
100807,100807,1
98614,100841,1
79227,100034,1
100034,100034,2
100587,100587,1
73930,99121,1
67068,67068,2
100842,100842,1
100598,91826,1
100866,55122,3
54096,24883,2
24883,24883,1
100882,100882,1
67502,100882,1
100883,87185,2
71219,87185,1
70297,14675,1
100502,79227,1
61445,100351,2
100351,100351,2
89857,99125,1
91724,84229,1
91644,58341,1
27768,44456,2
100261,100261,1
58341,101005,3
101005,101005,2
100936,100936,1
33551,100919,3
100919,100919,3
44262,76754,2
46200,79227,2
96237,58341,3
50727,86339,1
50727,79227,4
62246,62246,1
23204,68208,2
42204,42204,1
99883,50727,1
99883,99883,3
71952,83770,1
83770,83770,4
98322,98614,1
101005,58341,3
16647,83711,1
100936,101081,2
99585,99585,1
10640,99585,1
23305,29560,2
29560,29560,1
64377,99885,2
99885,99885,3
101157,91826,2
76754,100598,1
100598,100598,2
55122,100866,2
101192,101192,1
76619,76619,3
84758,80020,1
80020,80020,1
60020,60020,1
55122,101137,1
101254,101254,1
71246,96977,1
96977,96977,2
98614,100895,1
92050,100895,1
101301,101301,1
58341,94191,1
91724,91826,4
83791,91826,1
73930,90220,1
37706,64377,1
63856,39308,1
88226,88226,1
100183,100183,1
100269,54229,4
100269,96728,1
83791,73930,1
37932,41000,1
101407,101407,1
98121,75152,1
100269,64377,1
39233,96574,1
100323,47376,2
47376,47376,22
101175,101175,6
68068,45217,1
101433,101433,2
91724,16570,1
100269,101460,2
101460,101460,2
73930,51969,1
100269,91738,1
88663,91738,1
91738,91738,3
76754,73930,3
101254,84891,2
96850,96850,6
28780,28780,2
100892,100892,1
64377,54229,2
100262,100262,3
99687,87046,1
101234,57461,1
100269,101490,3
64377,101490,1
101490,101490,4
99131,75428,1
